Epoch 001 | beta=0.001 | train loss 0.07371 (recon 0.05512, kl 18.58840) | val loss 0.03797 (recon 0.01919, kl 18.77427)
Epoch 031 | beta=0.001 | train loss 0.03391 (recon 0.01595, kl 17.96582) | val loss 0.02870 (recon 0.01085, kl 17.84569)
Epoch 032 | beta=0.001 | train loss 0.03390 (recon 0.01592, kl 17.97484) | val loss 0.02857 (recon 0.01067, kl 17.90023)
Epoch 033 | beta=0.001 | train loss 0.03385 (recon 0.01589, kl 17.96236) | val loss 0.02855 (recon 0.01092, kl 17.62417)
Epoch 034 | beta=0.001 | train loss 0.03382 (recon 0.01586, kl 17.95903) | val loss 0.02861 (recon 0.01073, kl 17.87963)
Epoch 035 | beta=0.001 | train loss 0.03377 (recon 0.01582, kl 17.95434) | val loss 0.02854 (recon 0.01083, kl 17.70620)
Epoch 036 | beta=0.001 | train loss 0.03374 (recon 0.01579, kl 17.94906) | val loss 0.02842 (recon 0.01049, kl 17.92851)
Epoch 037 | beta=0.001 | train loss 0.03371 (recon 0.01577, kl 17.94015) | val loss 0.02840 (recon 0.01036, kl 18.03738)
Epoch 038 | beta=0.001 | train loss 0.03366 (recon 0.01573, kl 17.93573) | val loss 0.02829 (recon 0.01025, kl 18.04079)
Epoch 039 | beta=0.001 | train loss 0.03365 (recon 0.01571, kl 17.93962) | val loss 0.02835 (recon 0.01035, kl 17.99681)
Epoch 040 | beta=0.001 | train loss 0.03362 (recon 0.01569, kl 17.93154) | val loss 0.02822 (recon 0.01023, kl 17.98584)
Epoch 041 | beta=0.001 | train loss 0.03359 (recon 0.01566, kl 17.92758) | val loss 0.02826 (recon 0.01033, kl 17.93460)
Epoch 042 | beta=0.001 | train loss 0.03355 (recon 0.01563, kl 17.92225) | val loss 0.02831 (recon 0.01060, kl 17.70917)
Epoch 043 | beta=0.001 | train loss 0.03352 (recon 0.01560, kl 17.92458) | val loss 0.02809 (recon 0.01016, kl 17.93306)
Epoch 044 | beta=0.001 | train loss 0.03352 (recon 0.01558, kl 17.93294) | val loss 0.02843 (recon 0.01048, kl 17.94978)
Epoch 045 | beta=0.001 | train loss 0.03348 (recon 0.01557, kl 17.91681) | val loss 0.02817 (recon 0.01042, kl 17.74629)
Epoch 046 | beta=0.001 | train loss 0.03345 (recon 0.01554, kl 17.91600) | val loss 0.02820 (recon 0.01017, kl 18.03729)
Epoch 047 | beta=0.001 | train loss 0.03344 (recon 0.01553, kl 17.91339) | val loss 0.02820 (recon 0.01029, kl 17.91074)
Epoch 048 | beta=0.001 | train loss 0.03341 (recon 0.01550, kl 17.91748) | val loss 0.02833 (recon 0.01019, kl 18.14080)
Epoch 049 | beta=0.001 | train loss 0.03339 (recon 0.01548, kl 17.91113) | val loss 0.02813 (recon 0.01031, kl 17.81766)
Epoch 050 | beta=0.001 | train loss 0.03336 (recon 0.01546, kl 17.89890) | val loss 0.02853 (recon 0.01073, kl 17.79979)
